dt,hourly_pow,z_score,zscore_anomaly,iso_anomaly
2024-12-08 00:00:00,39144.955500000004,,False,False
2024-12-08 01:00:00,39247.58793055556,0.7071067811865726,False,False
2024-12-08 02:00:00,39443.163319444444,1.0864413573883724,False,False
2024-12-08 03:00:00,39233.254944444445,-0.27024940364939115,False,False
2024-12-08 04:00:00,39203.94397222222,-0.45000209429002114,False,False
2024-12-08 05:00:00,39209.82475,-0.3646134010456337,False,False
2024-12-08 06:00:00,39036.482625000004,-1.4713202984344311,False,False
2024-12-08 07:00:00,39061.96123611111,-1.075625403378667,False,False
2024-12-08 08:00:00,39125.83076388889,-0.5301930952852055,False,False
2024-12-08 09:00:00,39314.20044444445,0.9328073893300349,False,False
2024-12-08 10:00:00,39327.951875,0.9521921431848117,False,False
2024-12-08 11:00:00,39068.98975,-1.0870462643485312,False,False
2024-12-08 12:00:00,38987.90230555555,-1.5063806292129676,False,False
2024-12-08 13:00:00,39331.33051388889,1.031200046406387,False,False
2024-12-08 14:00:00,39222.558000000005,0.19850231017959633,False,False
2024-12-08 15:00:00,39108.98845833333,-0.6638483288318145,False,False
2024-12-08 16:00:00,39008.740305555555,-1.3387983964055121,False,False
2024-12-08 17:00:00,39080.46413888889,-0.7474353007674361,False,False
2024-12-08 18:00:00,39032.529111111115,-1.0596159747101985,False,False
2024-12-08 19:00:00,39096.91193055556,-0.5380802819170494,False,False
2024-12-08 20:00:00,39175.073125,0.08332768693815724,False,False
2024-12-08 21:00:00,39123.249125,-0.33228158385839324,False,False
2024-12-08 22:00:00,38964.46872222222,-1.5316527884656566,False,False
2024-12-08 23:00:00,39065.85727777778,-0.6918672703809899,False,False
2024-12-09 00:00:00,39115.69394444444,-0.2749438555300261,False,False
2024-12-09 01:00:00,39274.77188888889,1.0025752768510852,False,False
2024-12-09 02:00:00,39086.072194444445,-0.46146798233991954,False,True
2024-12-09 03:00:00,39170.58551388889,0.3541719794761157,False,False
2024-12-09 04:00:00,39223.87801388889,0.8445974612405778,False,False
2024-12-09 05:00:00,39034.34027777778,-0.8617357699357855,False,False
2024-12-09 06:00:00,39061.632569444446,-0.6212961024168411,False,False
2024-12-09 07:00:00,39141.59990277778,0.10073570049833229,False,False
2024-12-09 08:00:00,39206.68747222222,0.6792162443658023,False,False
2024-12-09 09:00:00,39059.50136111111,-0.6404334082626676,False,False
2024-12-09 10:00:00,39178.45381944445,0.6674075060849093,False,False
2024-12-09 11:00:00,39289.12158333333,1.6729169758079303,False,False
2024-12-09 12:00:00,39155.46133333333,0.23536167583353526,False,False
2024-12-09 13:00:00,39084.8375,-0.46516549854028977,False,False
2024-12-09 14:00:00,38954.97413888889,-1.8103830387316995,False,False
2024-12-09 15:00:00,39041.32259722222,-0.7732717368776476,False,False
2024-12-09 16:00:00,39221.28779166666,1.167947666218151,False,False
2024-12-09 17:00:00,39153.25093055556,0.36254483549088656,False,False
2024-12-09 18:00:00,39174.56208333334,0.5463809211588909,False,False
2024-12-09 19:00:00,39186.00433333333,0.6315991784007043,False,False
2024-12-09 20:00:00,38944.998374999996,-1.8671048098617908,False,False
2024-12-09 21:00:00,39090.776666666665,-0.30877819684443386,False,False
2024-12-09 22:00:00,39170.45516666667,0.46976963216092726,False,False
2024-12-09 23:00:00,38928.30298611111,-1.9980450169422617,False,False
2024-12-10 00:00:00,39227.812277777775,1.0060951962781521,False,False
2024-12-10 01:00:00,39140.088861111115,0.19190411454277528,False,False
2024-12-10 02:00:00,39137.735291666664,0.14471898214366763,False,False
2024-12-10 03:00:00,39088.99922222222,-0.33638914217082017,False,False
2024-12-10 04:00:00,39173.779055555555,0.5980150870451776,False,False
2024-12-10 05:00:00,39055.28111111111,-0.7008646026343559,False,False
2024-12-10 06:00:00,39025.26705555555,-0.9980446914934834,False,False
2024-12-10 07:00:00,38855.666541666666,-2.3407018671057926,False,False
2024-12-10 08:00:00,39090.221277777775,-0.10449077842801575,False,False
2024-12-10 09:00:00,39028.67813888889,-0.6747720850660885,False,False
2024-12-10 10:00:00,38972.55969444445,-1.1074971385797912,False,False
2024-12-10 11:00:00,38995.96869444445,-0.8298052115251628,False,False
2024-12-10 12:00:00,39259.926041666666,1.6687753630405453,False,False
2024-12-10 13:00:00,39100.45773611111,0.15460493684739227,False,False
2024-12-10 14:00:00,39115.736833333336,0.24376087717782519,False,False
2024-12-10 15:00:00,39271.48793055555,1.5828617870740607,False,False
2024-12-10 16:00:00,39067.94425,-0.24782779843463218,False,False
2024-12-10 17:00:00,39189.83969444445,0.8873917003884161,False,False
2024-12-10 18:00:00,39200.13248611111,0.9655719294231433,False,False
2024-12-10 19:00:00,39201.18963888889,0.964191969885547,False,False
2024-12-10 20:00:00,39180.72836111111,0.708305022938022,False,False
2024-12-10 21:00:00,39084.072138888885,-0.21801070664838523,False,False
2024-12-10 22:00:00,39130.892527777774,0.24943341434800978,False,False
2024-12-10 23:00:00,38948.217958333335,-1.547377865225646,False,False
2024-12-11 00:00:00,39087.33194444444,-0.12939841130026197,False,False
2024-12-11 01:00:00,39169.94720833333,0.6908027577757934,False,False
2024-12-11 02:00:00,38958.87715277778,-1.3093526140478928,False,False
2024-12-11 03:00:00,39094.65355555555,0.005184209025165606,False,False
2024-12-11 04:00:00,39211.8535,1.109721414744442,False,False
2024-12-11 05:00:00,39235.77052777778,1.2265567421597385,False,False
2024-12-11 06:00:00,39245.643208333335,1.205901476828309,False,False
2024-12-11 07:00:00,39055.834736111115,-0.6692587924568569,False,False
2024-12-11 08:00:00,39088.48344444444,-0.3318218339807905,False,False
2024-12-11 09:00:00,39090.20861111111,-0.34668118223911204,False,False
2024-12-11 10:00:00,39173.14256944445,0.46086548670059385,False,False
2024-12-11 11:00:00,39049.997625,-0.9611638071562278,False,False
2024-12-11 12:00:00,39073.269875,-0.6303788505032327,False,False
2024-12-11 13:00:00,39033.60808333333,-1.0459464058878771,False,False
2024-12-11 14:00:00,39073.950569444445,-0.5513657257241523,False,False
2024-12-11 15:00:00,39170.32783333334,0.6544106224514346,False,False
2024-12-11 16:00:00,39058.50131944444,-0.7191254066780108,False,False
2024-12-11 17:00:00,39208.109375,1.1018702151227502,False,False
2024-12-11 18:00:00,39134.135833333334,0.23908398717460808,False,False
2024-12-11 19:00:00,39243.41613888889,1.5329624437443312,False,False
2024-12-11 20:00:00,39072.80570833333,-0.480812604399272,False,False
2024-12-11 21:00:00,39054.67970833334,-0.6815868917810605,False,False
2024-12-11 22:00:00,39226.56831944444,1.299784192047068,False,False
2024-12-11 23:00:00,38962.194597222224,-1.8102643822694202,False,False
2024-12-12 00:00:00,39000.18825,-1.2727449262300825,False,False
2024-12-12 01:00:00,38998.48222222222,-1.1834829994069174,False,False
2024-12-12 02:00:00,39219.16009722222,1.18860019822934,False,False
2024-12-12 03:00:00,39185.61086111111,0.7511420902622268,False,False
2024-12-12 04:00:00,39196.806875,0.8917238741474022,False,False
2024-12-12 05:00:00,39218.43826388889,1.1596879145348593,False,False
2024-12-12 06:00:00,39249.54740277778,1.512805384947909,False,False
2024-12-12 07:00:00,39087.41029166667,-0.37340485349286057,False,False
2024-12-12 08:00:00,39353.128902777775,2.270433617993962,False,False
2024-12-12 09:00:00,38944.654944444446,-1.7146195502886399,False,False
2024-12-12 10:00:00,39178.22759722222,0.5096192992787529,False,False
2024-12-12 11:00:00,39096.36663888889,-0.29121802970345784,False,False
2024-12-12 12:00:00,39303.609388888886,1.5306853478650144,False,False
2024-12-12 13:00:00,39059.01158333333,-0.7221326031447821,False,False
2024-12-12 14:00:00,39081.28818055556,-0.5203333178176244,False,False
2024-12-12 15:00:00,39175.21052777778,0.345257070087584,False,False
2024-12-12 16:00:00,39029.82919444445,-0.9763404203711951,False,False
2024-12-12 17:00:00,38888.90834722222,-1.9654243481571638,False,False
2024-12-12 18:00:00,39144.859333333334,0.17675786805766136,False,False
2024-12-12 19:00:00,39158.11863888889,0.32438088374414065,False,False
2024-12-12 20:00:00,39084.808208333336,-0.30774538562353965,False,False
2024-12-12 21:00:00,38963.80393055556,-1.2725876022286442,False,False
2024-12-12 22:00:00,39188.05605555556,0.6109671593319742,False,False
2024-12-12 23:00:00,39130.632750000004,0.07242222628143616,False,False
2024-12-13 00:00:00,39018.21534722222,-0.9221722710929809,False,False
2024-12-13 01:00:00,38912.90186111111,-1.73600795555145,False,False
2024-12-13 02:00:00,39169.54093055556,0.44273698618845775,False,False
2024-12-13 03:00:00,39184.954875,0.5740769959474793,False,False
2024-12-13 04:00:00,39169.87530555556,0.457998219952276,False,False
2024-12-13 05:00:00,38944.66815277778,-1.336620827600255,False,False
2024-12-13 06:00:00,39336.32011111111,1.8136746422473091,False,False
2024-12-13 07:00:00,39092.254680555554,-0.13111137056513536,False,False
2024-12-13 08:00:00,39308.70655555555,1.6531755467378062,False,True
2024-12-13 09:00:00,39034.17638888889,-0.6463963602934599,False,False
